,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Type,Market cap,ADV,Bookrunner.1
SEV FP,2010-03-25,2010-03-25,2010-03-25,2010-03-25,SEV FP,Suez,219.856,9.72165,17.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.8823529482,-0.2352941185,Credit Suisse,Stocks,11178.8255,18.172700259480738,Credit Suisse
ILD FP,2010-03-25,2010-03-25,2010-03-25,2010-03-25,ILD FP,Iliad SA,68.9095,0.7,74.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.0,1.837837815,Societe Generale,Stocks,5507.0708,11.27460721038454,Societe Generale
LR FP,2010-03-24,2010-03-25,2010-03-24,2010-03-25,LR FP,Legrand SA,362.183,11.5,23.6,"ADDL,Accelerated Bookbuild",0.0,-0.4661033154,-0.1059338152,Goldman Sachs,Stocks,8637.123,20.987588146254787,Goldman Sachs
IPN FP,2010-03-23,2010-03-24,2010-03-23,2010-03-24,IPN FP,Ipsen SA,187.64,4.02998,34.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,5.043478489,4.521739006,Societe Generale,Stocks,4245.2334,5.317681686505502,Societe Generale
G IM,2010-03-17,2010-03-17,2010-03-17,2010-03-17,G IM,Assicurazioni Generali SpA,1095.91,44.1956,18.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.8888888955,-1.0,UniCredit,Stocks,38455.0296,152.54427363582084,UniCredit
GFS LN,2010-03-17,2010-03-17,2010-03-17,2010-03-17,GFS LN,G4S PLC,552.197,141.0,255.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,0.3529411852,2.0,NatWest Markets,Stocks,5543.6929,15.771133950865279,NatWest Markets
UTDI GR,2010-03-16,2010-03-16,2010-03-16,2010-03-16,UTDI GR,United Internet AG,78.5242,5.2,11.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.3636363745,3.454545498,WestLB AG,Stocks,3823.393,12.407732424276416,WestLB AG
EO FP,2010-03-09,2010-03-09,2010-03-09,2010-03-09,EO FP,Faurecia SE,98.0759,5.34064,13.5,"ADDL,Accelerated Bookbuild",0.0,3.629629612,6.740740776,Societe Generale,Stocks,2136.3758,9.770496570594348,Societe Generale
USG NA,2010-03-08,2010-03-09,2010-03-08,2010-03-09,USG NA,Recruit Global Staffing BV,117.288,7.01999,12.25,ADDL,0.0,3.183673382,3.306122541,"ING Groep, Rabobank",Stocks,1239.27,6.675453695303401,"ING Groep, Rabobank"
BME SM,2010-02-22,2010-02-22,2010-02-22,2010-02-22,BME SM,Bolsas y Mercados Espanoles SH,57.0841,2.09976,20.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.5,-1.200000048,"Banco Santander, Credit Suisse",Stocks,2360.1226,28.994337978585495,"Banco Santander, Credit Suisse"
BKIR ID,2010-02-19,2010-05-20,2010-02-19,2010-05-20,BKIR ID,Bank of Ireland,1406.37,575.556,1.8,ADDL,0.0,-56.11111069,-57.0,,Stocks,1717.6629,4.373756054953894,
BBAY LN,2010-02-19,2010-02-19,2010-02-19,2010-02-19,BBAY LN,BlueBay Asset Management LLP,65.3016,13.0,325.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Sub Sector Flag",0.0,4.615384579,9.753846169,"Citi, Credit Suisse",Stocks,1038.498,1.1060367861016038,"Citi, Credit Suisse"
NCCB SS,2010-02-12,2010-02-12,2010-02-12,2010-02-12,NCCB SS,NCC AB,169.12,10.85,113.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.327433586,0.0,"Carnegie, Svenska Handelsbanken",Stocks,1699.1368,8.098987369357399,"Carnegie, Svenska Handelsbanken"
TCY LN,2010-02-11,2010-02-11,2010-02-11,2010-02-11,TCY LN,Telecity Group Ltd,176.894,32.7,345.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,7.072463989,6.579710007,Goldman Sachs,Stocks,1127.5103,2.2649470405614616,Goldman Sachs
ITV LN,2010-02-08,2010-02-08,2010-02-08,2010-02-08,ITV LN,ITV PLC,313.189,404.362,49.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.030303001,1.212121248,Morgan Stanley,Stocks,3121.7697,13.963614201175401,Morgan Stanley
PRY IM,2010-02-04,2010-02-04,2010-02-04,2010-02-04,PRY IM,Prysmian SpA,318.718,17.82,13.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.3846153915,-1.153846145,Bank of America Merrill Lynch,Stocks,3258.9145,36.62322133268556,Bank of America Merrill Lynch
TLW LN,2010-01-27,2010-02-01,2010-01-27,2010-02-01,TLW LN,Tullow Oil PLC,1496.78,80.4318,1150.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.521739244,5.478260994,"BNP Paribas, Credit Agricole CIB, Bank of America Merrill Lynch, NatWest Markets",Stocks,15097.8751,43.611727208798065,"BNP Paribas, Credit Agricole CIB, Bank of America Merrill Lynch, NatWest Markets"
JKX LN,2010-01-26,2010-01-29,2010-01-26,2010-01-29,JKX LN,JKX Oil & Gas PLC,61.0327,14.2573,265.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,1.169811368,2.603773594,"Brewin Dolphin Securities, Stifel",Stocks,704.2874,1.5391299041477446,"Brewin Dolphin Securities, Stifel"
AMI LN,2010-01-21,2010-02-11,2010-01-21,2010-02-11,AMI LN,African Minerals Ltd,129.688,20.0,400.0,"ADDL,Primary Share Offering,Best Efforts,Sub Sector Flag",1465.39,0.0,-5.5,"Eight Capital, GMP Securities, Macquarie, Mirabaud Securities",Stocks,1465.39,1.7293360343580935,"Eight Capital, GMP Securities, Macquarie, Mirabaud Securities"
SIA LN,2010-01-20,2010-01-25,2010-01-20,2010-01-25,SIA LN,Soco International PLC,166.043,7.23435,1410.0,"ADDL,Primary Share Offering",0.0,3.617021322,4.326241016,"Bank of America Merrill Lynch, JP Morgan",Stocks,1785.5619,3.924374424041146,"Bank of America Merrill Lynch, JP Morgan"
CON GR,2010-01-13,2010-01-13,2010-01-13,2010-01-13,CON GR,Continental AG,1108.72,21.8408,35.0,"ADDL,Primary Share Offering,Rump Placement,Accelerated Bookbuild",0.0,21.72857094,20.02857208,"BNP Paribas, Credit Agricole CIB, Deutsche Bank, Goldman Sachs, HSBC, JP Morgan",Stocks,12357.7785,20.671400963263626,"BNP Paribas, Credit Agricole CIB, Deutsche Bank, Goldman Sachs, HSBC, JP Morgan"
CON GR,2010-01-12,2010-01-14,2010-01-12,2010-01-14,CON GR,Continental AG,334.872,5.77088,40.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.825000048,2.25,"BNP Paribas, Credit Agricole CIB, Deutsche Bank, Goldman Sachs, HSBC, JP Morgan",Stocks,11842.4192,15.203795761549081,"BNP Paribas, Credit Agricole CIB, Deutsche Bank, Goldman Sachs, HSBC, JP Morgan"
IAP LN,2010-01-11,2010-01-11,2010-01-11,2010-01-11,IAP LN,Nex International Ltd,73.1008,10.3082,440.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Block",0.0,1.136363626,-0.06818182021,HSBC,Stocks,4758.6516,13.580646915373473,HSBC
ADN LN,2010-01-08,2010-01-08,2010-01-08,2010-01-08,ADN LN,Aberdeen Asset Management PLC,190.139,90.0,132.0,"ADDL,Primary Share Offering",0.0,2.121212006,1.590909123,JP Morgan,Stocks,2169.2083,4.124096824990421,JP Morgan
,,,,,,,,,,,,,,,,,,
UTG LN,2019-07-03,2019-07-05,2019-07-03,2019-07-05,UTG LN,UNITE Group PLC/The,326.427,26.3537,985.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3595.95,3.147208214,1.522842646,"JP Morgan, Numis",REIT,3595.95,5.7324518134973115,"JP Morgan, Numis"
LXI LN,2019-05-20,2019-06-17,2019-05-20,2019-06-17,LXI LN,LXI REIT plc,119.956,79.9008,118.0,"ADDL,Primary Share Offering",782.825,7.627118587,6.44067812,Peel Hunt LLP,REIT,782.825,1.4755232833489096,Peel Hunt LLP
AED BB,2019-05-03,2019-05-03,2019-05-03,2019-05-03,AED BB,Aedifica SA,60.9367,0.667,81.6,"ADDL,Primary Share Offering,Rump Placement,Accelerated Bookbuild,REG S",0.0,1.102943063,1.715688229,"Belfius Bank SA/NV, BNP Paribas, ING Groep, JP Morgan, KBC Group",REIT,1797.3231,4.34046141003234,"Belfius Bank SA/NV, BNP Paribas, ING Groep, JP Morgan, KBC Group"
SGRO LN,2019-02-15,2019-02-19,2019-02-15,2019-02-19,SGRO LN,Segro PLC,580.199,71.0,635.0,"ADDL,Primary Share Offering,Rule 144A",8862.35,2.141732216,0.251968503,"Bank of America Merrill Lynch, UBS",REIT,8862.35,15.690918959069222,"Bank of America Merrill Lynch, UBS"
BYG LN,2018-09-12,2018-09-14,2018-09-12,2018-09-14,BYG LN,Big Yellow Group PLC,87.4953,7.2043,930.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",2023.4,4.301075459,4.838709831,JP Morgan,REIT,2023.4,2.2182771418717326,JP Morgan
WKP LN,2018-06-06,2018-06-08,2018-06-06,2018-06-08,WKP LN,Workspace Group PLC,240.756,16.3201,1100.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",2657.27,4.636363506,3.0,"Liberum Capital Ltd, Bank of America Merrill Lynch",REIT,2657.27,2.3086484501517766,"Liberum Capital Ltd, Bank of America Merrill Lynch"
BBOX LN,2018-04-18,2018-04-23,2018-04-18,2018-04-23,BBOX LN,Tritax Big Box REIT PLC,221.128,109.364,142.25,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",2979.44,4.182776928,4.112478256,Jefferies,REIT,2979.44,6.395740076136952,Jefferies
PHP LN,2018-03-23,2018-04-19,2018-03-23,2018-04-19,PHP LN,Primary Health Properties PLC,116.86,76.4637,108.0,"ADDL,Primary Share Offering,REG S,Rule 144A",1116.79,1.111111164,1.296296239,"Numis, Peel Hunt LLP",REIT,1116.79,1.1757643447732646,"Numis, Peel Hunt LLP"
GFC FP,2018-02-26,2018-02-27,2018-02-26,2018-02-27,GFC FP,Gecina SA,582.084,3.2282,146.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",13522.6,-2.047781467,-1.638225198,Goldman Sachs,REIT,13522.6,14.86547634940884,Goldman Sachs
UTG LN,2018-02-21,2018-02-23,2018-02-21,2018-02-23,UTG LN,UNITE Group PLC/The,237.275,22.2069,765.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,2.549019575,3.137254953,,REIT,2628.7132,6.473453870164177,
AOX GR,2018-01-29,2018-02-02,2018-01-29,2018-02-02,AOX GR,alstria office REIT-AG,238.868,15.3231,12.6,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",0.0,-0.07936810702,-4.365082264,"Morgan Stanley, UBS",REIT,2440.0662,4.454869324342278,"Morgan Stanley, UBS"
SHB LN,2017-12-06,2017-12-11,2017-12-06,2017-12-11,SHB LN,Shaftesbury PLC,354.737,27.8555,952.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",3908.18,5.147058964,4.726890564,"JP Morgan, Liberum Capital Ltd",REIT,3908.18,6.3206832355170866,"JP Morgan, Liberum Capital Ltd"
COL SM,2017-11-28,2017-12-04,2017-11-28,2017-12-04,COL SM,Inmobiliaria Colonial Socimi S,494.07,52.7546,7.89,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,REG S",0.0,3.295312166,5.196453094,"Goldman Sachs, JP Morgan, Kempen & Co NV",REIT,3599.2495,10.751020549584142,"Goldman Sachs, JP Morgan, Kempen & Co NV"
AGR LN,2017-11-16,2017-12-06,2017-11-16,2017-12-06,AGR LN,Assura PLC,229.505,305.216,57.0,"ADDL,Primary Share Offering,Best Efforts,REG S,Rule 144A",1786.49,4.561403275,4.561403275,"JP Morgan, Stifel",REIT,1786.49,2.0034303479410727,"JP Morgan, Stifel"
AGR LN,2017-06-20,2017-06-23,2017-06-20,2017-06-23,AGR LN,Assura PLC,124.23,164.0,60.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1379.07,7.25,6.666666508,Liberum Capital Ltd,REIT,1379.07,3.410165626479312,Liberum Capital Ltd
NRR LN,2017-06-15,2017-07-06,2017-06-15,2017-07-06,NRR LN,NewRiver REIT PLC,194.354,45.4743,335.0,"ADDL,Primary Share Offering,PE Backed,Accelerated Bookbuild,REG S",1306.76,5.462686539,4.477612019,"Liberum Capital Ltd, Peel Hunt LLP",REIT,1306.76,2.307853690944526,"Liberum Capital Ltd, Peel Hunt LLP"
MRL SM,2017-05-17,2017-05-18,2017-05-17,2017-05-18,MRL SM,Merlin Properties Socimi SA,160.211,13.4118,10.725,"ADDL,Secondary Share Offering,Accelerated Bookbuild",5611.65,1.724938154,3.030299425,Credit Suisse,REIT,5611.65,17.72114074638122,Credit Suisse
COL SM,2017-05-04,2017-05-08,2017-05-04,2017-05-08,COL SM,Inmobiliaria Colonial Socimi S,277.743,35.6467,7.1,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",0.0,2.112677336,2.112677336,"Bank of America Merrill Lynch, JP Morgan",REIT,2864.0014,6.958915608148905,"Bank of America Merrill Lynch, JP Morgan"
BBOX LN,2017-04-24,2017-05-15,2017-04-24,2017-05-15,BBOX LN,Tritax Big Box REIT PLC,272.636,156.836,136.0,"ADDL,Primary Share Offering",2369.44,6.176470757,6.029411793,Jefferies,REIT,2369.44,3.9290539941172478,Jefferies
LMP LN,2017-03-23,2017-03-27,2017-03-23,2017-03-27,LMP LN,LondonMetric Property PLC,119.472,62.8044,152.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",1317.1,0.9868420959,0.0,"JP Morgan, Peel Hunt LLP",REIT,1317.1,2.6500817425067047,"JP Morgan, Peel Hunt LLP"
AXIA SM,2017-03-07,2017-03-07,2017-03-07,2017-03-07,AXIA SM,Axiare Patrimonio SOCIMI SA,98.8102,7.1875,13.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.538461447,1.384615421,"Citi, Deutsche Bank, JB Capital Markets, Morgan Stanley",REIT,1014.7041,1.7968718898146756,"Citi, Deutsche Bank, JB Capital Markets, Morgan Stanley"
COV FP,2017-01-10,2017-01-17,2017-01-10,2017-01-17,COV FP,Covivio,422.441,5.0768,78.79,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S",6559.84,1.345347166,0.6980569363,"Bank of America Merrill Lynch, Credit Agricole CIB, Morgan Stanley, Natixis",REIT,6559.84,15.321502391941186,"Bank of America Merrill Lynch, Credit Agricole CIB, Morgan Stanley, Natixis"
BBOX LN,2016-09-28,2016-10-18,2016-09-28,2016-10-18,BBOX LN,Tritax Big Box REIT PLC,324.183,188.787,132.0,"ADDL,Primary Share Offering",1897.77,3.409090996,4.242424011,Jefferies,REIT,1897.77,2.679142649339421,Jefferies
AOX GR,2016-09-08,2016-09-09,2016-09-08,2016-09-09,AOX GR,alstria office REIT-AG,83.5026,5.9406,12.5,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,REG S",2153.86,-0.4399999976,-0.2560000122,Joh Berenberg Gossler & Co KG,REIT,2153.86,3.366066035980866,Joh Berenberg Gossler & Co KG
SGRO LN,2016-09-02,2016-09-06,2016-09-02,2016-09-06,SGRO LN,Segro PLC,432.815,74.771,435.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",4795.94,4.045977116,2.574712753,"Bank of America Merrill Lynch, UBS",REIT,4795.94,7.457722182002833,"Bank of America Merrill Lynch, UBS"
AOX GR,2016-07-20,2016-07-20,2016-07-20,2016-07-20,AOX GR,alstria office REIT-AG,143.927,10.719,12.2,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",2057.48,2.827870369,0.7377064824,JP Morgan,REIT,2057.48,4.55897003258545,JP Morgan
COL SM,2016-06-09,2016-06-10,2016-06-09,2016-06-10,COL SM,Inmobiliaria Colonial Socimi S,151.675,200.0,0.67,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2409.59,-2.490940233e-06,-0.8955248594,"Credit Agricole CIB, Deutsche Bank",REIT,2409.59,6.566540199965867,"Credit Agricole CIB, Deutsche Bank"
PHP LN,2016-03-22,2016-04-14,2016-03-22,2016-04-14,PHP LN,Primary Health Properties PLC,170.177,119.691,100.0,"ADDL,Primary Share Offering,REG S,Rule 144A",848.284,3.25,3.5,"Numis, Peel Hunt LLP",REIT,848.284,1.2465893684313227,"Numis, Peel Hunt LLP"
GFC FP,2016-02-01,2016-02-02,2016-02-01,2016-02-02,GFC FP,Gecina SA,269.315,2.1419,115.45,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",7968.05,2.643359039e-06,-0.3031589091,Deutsche Bank,REIT,7968.05,8.05142269263197,Deutsche Bank
BBOX LN,2016-01-27,2016-02-16,2016-01-27,2016-02-16,BBOX LN,Tritax Big Box REIT PLC,190.696,107.777,124.0,"ADDL,Primary Share Offering,Best Efforts",1484.72,2.419354916,3.951612949,Jefferies,REIT,1484.72,2.1746905281096316,Jefferies
1433730D LN,2015-12-10,2016-01-11,2015-12-10,2016-01-11,1433730D LN,NewRiver Retail Ltd,227.535,46.1538,325.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1150.98,4.153846264,4.769230843,"Liberum Capital Ltd, Peel Hunt LLP",REIT,1150.98,1.999124814284915,"Liberum Capital Ltd, Peel Hunt LLP"
LI FP,2015-11-02,2015-11-03,2015-11-02,2015-11-03,LI FP,Klepierre SA,913.679,20.47,40.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",13952.3,3.333333254,4.197530746,"BNP Paribas, Credit Suisse, UBS",REIT,13952.3,18.800868990834555,"BNP Paribas, Credit Suisse, UBS"
GFC FP,2015-10-22,2015-10-23,2015-10-22,2015-10-23,GFC FP,Gecina SA,274.802,2.1419,115.2,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild,Block",8014.62,0.5208359957,0.5208359957,Deutsche Bank,REIT,8014.62,7.318978639341883,Deutsche Bank
COL SM,2015-09-09,2015-09-10,2015-09-09,2015-09-10,COL SM,Inmobiliaria Colonial Socimi S,199.291,318.886,0.56,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.678570986,2.321428061,"Deutsche Bank, Morgan Stanley",REIT,2135.2584,4.482527430056123,"Deutsche Bank, Morgan Stanley"
HSTN LN,2015-08-27,2015-09-02,2015-08-27,2015-09-02,HSTN LN,Hansteen Holdings PLC,61.628,35.7143,112.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,5.714285851,7.410714149,Peel Hunt LLP,REIT,1206.9749,1.433231458153506,Peel Hunt LLP
WHA NA,2015-06-24,2015-06-29,2015-06-24,2015-06-29,WHA NA,Wereldhave NV,287.734,5.25,49.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,4.65306139,3.938775539,"Goldman Sachs, ING Groep, Kempen & Co NV",REIT,2018.4764,9.4511559879935,"Goldman Sachs, ING Groep, Kempen & Co NV"
BBOX LN,2015-06-08,2015-06-22,2015-06-08,2015-06-22,BBOX LN,Tritax Big Box REIT PLC,82.6578,47.7876,113.0,"ADDL,Primary Share Offering",1171.95,1.327433586,0.5309734344,Jefferies,REIT,1171.95,2.2623712049927875,Jefferies
ECMPA NA,2015-05-18,2015-05-21,2015-05-18,2015-05-21,ECMPA NA,Eurocommercial Properties NV,186.769,4.33,38.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.815789461,2.631578922,"ABN Amro Bank NV, ING Groep",REIT,1945.2049,3.2141359369097655,"ABN Amro Bank NV, ING Groep"
LI FP,2015-05-06,2015-05-07,2015-05-06,2015-05-07,LI FP,Klepierre SA,986.46,22.0,39.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",14027.6,4.128791809,6.401519299,BNP Paribas,REIT,14027.6,24.563473194696957,BNP Paribas
UTG LN,2015-04-16,2015-04-20,2015-04-16,2015-04-20,UTG LN,UNITE Group PLC/The,171.267,20.1373,570.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.771929741,3.771929741,"JP Morgan, Numis",REIT,1748.9765,3.2766535919015176,"JP Morgan, Numis"
AOX GR,2015-03-24,2015-03-25,2015-03-24,2015-03-25,AOX GR,alstria office REIT-AG,112.174,7.9018,13.0,"ADDL,Primary Share Offering,Accelerated Bookbuild,REG S,Rule 144A",1233.92,0.6923077106,-0.3307692409,"UBS, Deutsche Bank",REIT,1233.92,2.662320920554281,"UBS, Deutsche Bank"
BBOX LN,2015-03-06,2015-03-23,2015-03-06,2015-03-23,BBOX LN,Tritax Big Box REIT PLC,263.533,159.091,110.0,"ADDL,Primary Share Offering,REG S",0.0,2.045454502,2.727272749,Jefferies,REIT,805.9401,1.9780136085104605,Jefferies
WKP LN,2014-11-12,2014-11-14,2014-11-12,2014-11-14,WKP LN,Workspace Group PLC,152.487,14.6275,660.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.272727251,3.484848499,"Bank of America Merrill Lynch, Liberum Capital Ltd",REIT,1549.5258,1.3155473866489957,"Bank of America Merrill Lynch, Liberum Capital Ltd"
HBRN ID,2014-10-07,2014-10-09,2014-10-07,2014-10-09,HBRN ID,Hibernia REIT plc,94.89,71.4286,1.05,"ADDL,Primary Share Offering,Accelerated Bookbuild",890.49,1.90476656,4.54130668e-06,"Credit Suisse, Goodbody",REIT,890.49,2.0826199981121247,"Credit Suisse, Goodbody"
HMSO LN,2014-09-25,2014-09-30,2014-09-25,2014-09-30,HMSO LN,Hammerson PLC,650.922,71.2974,560.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",7160.13,3.3928570750000002,1.696428537,"Deutsche Bank, JP Morgan",REIT,7160.13,10.724726189050278,"Deutsche Bank, JP Morgan"
AGR LN,2014-09-24,2014-10-15,2014-09-24,2014-10-15,AGR LN,Assura PLC,151.604,213.328,43.5,"ADDL,Primary Share Offering",702.181,5.172413826,6.896551609,"Liberum Capital Ltd, Stifel",REIT,702.181,2.287088139155242,"Liberum Capital Ltd, Stifel"
GFC FP,2014-05-22,2014-05-23,2014-05-22,2014-05-23,GFC FP,Gecina SA,88.5804,0.6605,98.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",8435.6,1.587786317,3.511450291,Societe Generale,REIT,8435.6,4.701129483989535,Societe Generale
GFC FP,2014-03-25,2014-03-25,2014-03-25,2014-03-25,GFC FP,Gecina SA,91.1056,0.7104,92.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild",8066.63,1.725067377,1.86522913,Societe Generale,REIT,8066.63,4.3847405258656105,Societe Generale
SHB LN,2014-03-06,2014-03-11,2014-03-06,2014-03-11,SHB LN,Shaftesbury PLC,262.409,25.25,620.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",2650.61,5.564516068,4.516129017,"JP Morgan, Liberum Capital Ltd",REIT,2650.61,4.382690358957968,"JP Morgan, Liberum Capital Ltd"
UTG LN,2014-03-06,2014-03-27,2014-03-06,2014-03-27,UTG LN,UNITE Group PLC/The,52.7485,7.6754,410.0,"ADDL,Primary Share Offering",1382.45,7.097560883,5.853658676,"Jefferies, JP Morgan, Numis",REIT,1382.45,1.5459634841970584,"Jefferies, JP Morgan, Numis"
GFC FP,2013-10-17,2013-10-18,2013-10-17,2013-10-18,GFC FP,Gecina SA,107.778,0.8326,94.75,"ADDL,Secondary Share Offering,Accelerated Bookbuild",8147.15,3.398416996,3.883904934,Societe Generale,REIT,8147.15,5.396560551524385,Societe Generale
COFB BB,2013-04-25,2013-04-25,2013-04-25,2013-04-25,COFB BB,Cofinimmo SA,54.6167,0.4718,89.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1898.5,3.370786428,1.797752857,BNP Paribas,REIT,1898.5,4.053370627298518,BNP Paribas
COFB BB,2013-03-26,2013-03-26,2013-03-26,2013-03-26,COFB BB,Cofinimmo SA,111.282,0.989413,87.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.702857137,1.371428609,"Banque Degroof Petercam SA, ING Groep, JP Morgan",REIT,1837.5086,2.7507511102978444,"Banque Degroof Petercam SA, ING Groep, JP Morgan"
BLND LN,2013-03-12,2013-03-15,2013-03-12,2013-03-15,BLND LN,British Land Co PLC/The,734.982,89.6746,550.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",7357.18,-1.0,-0.09090909362,"Goldman Sachs, Morgan Stanley, UBS",REIT,7357.18,16.45270405976412,"Goldman Sachs, Morgan Stanley, UBS"
INTU LN,2013-02-27,2013-03-06,2013-02-27,2013-03-06,INTU LN,Intu Properties PLC,423.051,86.0,325.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",4695.25,2.676923037,2.215384722,"Bank of America Merrill Lynch, HSBC, UBS",REIT,4695.25,6.328822895452797,"Bank of America Merrill Lynch, HSBC, UBS"
GPOR LN,2012-11-14,2012-11-14,2012-11-14,2012-11-14,GPOR LN,Great Portland Estates PLC,222.975,31.25,450.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,0.02222222276,0.5111111403,"Credit Suisse, JP Morgan",REIT,2270.6687,2.9741496314246363,"Credit Suisse, JP Morgan"
INTU LN,2012-10-18,2012-10-18,2012-10-18,2012-10-18,INTU LN,Intu Properties PLC,187.124,35.3558,328.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.585365891,1.829268336,Barclays,REIT,4654.5788,5.468937561562273,Barclays
LMP LN,2011-12-08,2011-12-08,2011-12-08,2011-12-08,LMP LN,LondonMetric Property PLC,115.6,73.9841,100.0,"ADDL,Secondary Share Offering",0.0,5.5,5.599999905,Credit Suisse,REIT,908.2374,1.5039717016164378,Credit Suisse
